PPN	Signatur_PPN	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	Weitere Nummer (Typ Signatur)	Weitere Nummer (Signatur)	Weitere Nummer (Typ Verlagsnr.)	Weitere Nummer (Verlagsnr.)	Weitere Nummer (Typ UPC)	Weitere Nummer (UPC)	Weitere Nummer (Typ Matrix)	Weitere Nummer (Matrix)	Datum	"Ort"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"GND-Name"	"Rolle"	"Name"	"Bemerkung"	
301681376	R 446 301681376	Massassi calculé à Abidjan / Empire Bakuba du Grand Kalle avec Emoro "le nain danseur"		"und"	Enth.: Massassi calculé. O nager. Miss Africa. Nana Houphouet-Boigny	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 446	Verlags-Bestellnummer	ACMP 1001			Matrix-Nummer	Matrix-Nr.: ACMPI 001 A;ACMPI 001 B	1986	"Abidjan"	A.C.M.P.I. (Sonodisc)	"Musik,Kongo,Abidjan,Populäre Musik"	1992/1432	Matrix-Nr.: ACMPI 001 A;ACMPI 001 B		Interpr.: Empire Bakuba	Veröffentlichung (musikalisches Werk)	",http://d-nb.info/gnd/3029979-2"	",Empire Bakuba"	"Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft"	"Emoro,Empire Bakuba"	","	
301766118	R 450 301766118	Allo Paris / Seigneur Tabu Ley ; Faya Tess et Beyou Ciel		"und"	Enth.: Allo Paris. C'est la vérité. Fous moi la paix. Tien a men	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 450	Verlags-Bestellnummer	GEN 129			Matrix-Nummer	Matrix-Nr.: AM 89-8 GEN 129 A:AM 89-8 GEN 129 B	1989	"S.l."	Genidia	"Musik,Kongo,Populäre Musik"	1992/1442	Matrix-Nr.: AM 89-8 GEN 129 A:AM 89-8 GEN 129 B		Interpr.: Tabu Ley. Faya Tess. Beyou Ciel	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/1074023277,"	"Ley, Tabu,Tess, Faya,"	"Interpretation (durch),Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft"	"Ley, Tabu,Tess, Faya,Ciel, Beyou"	"1940-2013,1966-,"	
301767394	R 451 301767394	Les champions / African All Stars		"lin,fre"	Enth.: Ata bazali nakozonga. Makengo. Les champions. La fête au village	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 451	Verlags-Bestellnummer	Tangent CEL 6730					1988	"S.l."	Tangent - Celluloid	"Musik,Kongo,Lingala,Populäre Musik"	1992/1440			Interpr.: African All Stars	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1022953087"	"African All Stars"	"Beteiligte Person/Körperschaft"	"African All Stars"	""	
30214238X	R 456 30214238X	Mama N'Zondo / Bana Congo		"lin,fre"	Enth.: Mama N'Zondo. Dissertation. Pete ya amour. Mama mapassa. Je pense à toi. Mariezi	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 456	Verlags-Bestellnummer	BM 006					1985	"Paris"	Black Music	"Musik,Kongo,Lingala,Populäre Musik"	1992/1446			Interpr.: Bana Congo	Veröffentlichung (musikalisches Werk)	""	""	""	""	""	
302258841	R 460 302258841	Haut de gamme - Kowei͏̈t Rive Gauche / Koffi Olomidé		"fre"	Enth.: Papa Bonheur. Désespoir. Kowei͏̈t Rive Gauche. Elixir. Qui cherche trouve. Porte-monnaie. Conte de fées. Dit Jeannot	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 460	Verlags-Bestellnummer	Tamaris TMS 92007					1992	"Paris"	Tamaris	"Musik,Kongo,Populäre Musik"	1992/1450			Interpr.: Koffi Olomidé	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023168456"	"Olomidé, Koffi"	"Beteiligte Person/Körperschaft"	"Olomidé, Koffi"	"1956-"	
302260250	R 461 302260250	Tout choc - anti choc : Bako Bandela / Zaiko Langa Langa Familia Dei	Editions Espérance	"fre"	Enth.: Madame Zorro. Martin ahanga. Santu. Chéri Pupa. Les riches et les pauvres. Impératrice Kathy. Cœur ouvert	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 461	Verlags-Bestellnummer	Sonodisc LPS 5504					1992	"Paris"	Sonodisc	"Musik,Kongo,Populäre Musik"	1992/1451			Interpr.: Orch. Zaiko Langa Langa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059219-7"	"Zaïko Langa Langa (Musikgruppe)"	"Beteiligte Person/Körperschaft"	"Zaïko Langa Langa"	""	
302260668	R 462 302260668	Monument / Les Bantous		"und"	Enth.: Amour éternel. Inoussa. Tension - Gare au Baratin. Azy-Aziza. Kondi	1 Schallplatte ; 33⅓ UpM, Stereo ; 30 cm	Signatur	R 462	Verlags-Bestellnummer	Sonodisc LPS 5506	Produkt-Nummer	3252411550637	Matrix-Nummer	Matrix-Nr.: LPS 5506 A;LPS 5506 B	1992	"Paris"	Sonodisc	"Musik,Kongo,Populäre Musik"	1992/1452	Matrix-Nr.: LPS 5506 A;LPS 5506 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059201-X"	"Bantous"	"Interpretation (durch)"	"Bantous"	""	
302264558	R 463 302264558	38116-1 / Deyess		"lin,fre"	Enth.: Nakei. La vie. Nalingiye. Yayi mambwe. Complexe. Yayi mambwe (instr.)	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 463	Verlags-Bestellnummer	Syllart 38116-1					1990	"S.l."	Syllart Records	"Musik,Kongo,Lingala,Populäre Musik"	1992/1453			Interpr.: Deyess  (Déesse Mukangi)	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070828408"	"Mukangi, Déesse"	"Beteiligte Person/Körperschaft"	"Mukangi, Déesse"	""	
302884319	R 464 302884319	Ekumani / Papa Wemba		"mul"	Enth.: Love kilawu (amour fou). Vivi. Galilée. Yendé - Ingi - Boi	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 464	Verlags-Bestellnummer	Espérance ESP 8438					1987	"Paris"	Disques Espérance (Sonodisc)	"Musik,Kongo,Lingala,Populäre Musik"	1992/1454			Interpr.: Papa Wemba	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134756258"	"Papa Wemba"	"Beteiligte Person/Körperschaft"	"Papa Wemba"	"1949-2016"	
302888632	R 467 302888632	Avec l'Orchestre Stukas	L'Afrique danse	"lin"	Enth.: Libota. Madimbadie. Bomatracien. Na regretter	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 467	Verlags-Bestellnummer	African 360.130 B					1979	"S.l."	African	"Musik,Kongo,Lingala,Populäre Musik"	1992/1457				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10129004-4"	"Stukas (Musikgruppe)"	"Interpretation (durch)"	"Stukas"	""	
303191457	R 481 303191457	Animation non stop : retro / Le grand maître Franco et le T.P.O.K. Jazz		"und"	Enth.: Mario III. Sept ans de mariage. Iran - Irak. Merci bapesa na chien. In memoriam Lukusa - Mamou II. Decision echange maloba. Bolingo etondi ba souvenirs. Nganda parlelle ba vanda	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 481	Verlags-Bestellnummer	Sun POP 034			Matrix-Nummer	Matrix-Nr.: POP-34-A -A1;POP 34- B -B1	1987	"Bruxelles"	Edipop (African Sun Music)	"Musik,Kongo,Populäre Musik"	1992/1471	Matrix-Nr.: POP-34-A -A1;POP 34- B -B1		Interpr.: Franco. T.P.O.K. Jazz	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034498649,http://d-nb.info/gnd/3015656-7"	"Franco, Musiker,Tout-Puissant OK Jazz"	"Interpretation (durch),Interpretation (durch)"	"Franco <Musiker>,Tout-Puissant OK Jazz"	"1938-1989,"	
303192178	R 482 303192178	Mbelengo Zouk & Inongo / Bimi-Ombale		"lin"	Enth.: Inongo. Mbelengo. Charama. Lelo komikalela. Madi	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 482	Verlags-Bestellnummer	BonoMusic BNM 5006					1989	"Kinshasa"	Bono Music	"Musik,Kongo,Lingala,Populäre Musik"	1992/1472			Interpr.: Bimi Ombale	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023474530"	"Ombale, Bimi"	"Beteiligte Person/Körperschaft"	"Ombale, Bimi"	"1952-2011"	
30332631X	R 484 30332631X	FC 105 : danse nzobé, life and full disco / Seigneur Tabu Ley Rochereau. Orchestre AFRISA		"fre"	Enth.: FC 105 "Nganga". La beauté d'une femme. Michelle Marina	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 484	Verlags-Bestellnummer	Genidia GEN 118			Matrix-Nummer	Matrix-Nr.: MPO GEN 118 A AM;MPO GEN 118 B AM	1985	"S.l."	Genidia (Sonodisc)	"Musik,Kongo,Fussball,FC 105 "Nganga" <Gabun>,Populäre Musik"	1992/1474	Matrix-Nr.: MPO GEN 118 A AM;MPO GEN 118 B AM		Interpr.: Tabu Ley. Orch. Afrisa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134782542,http://d-nb.info/gnd/3028408-9"	"Ley, Tabu,Afrisa International Orchestra"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Ley, Tabu,Afrisa International Orchestra"	"1940-2013,"	
303382406	R 491 303382406	Sango / Kanda Bongo Man		"fre,lin"	Enth.: Iyole. Sango. J.T. Lowazo. Saï. Djessy. Cantique. Amina. Yokela. Liza	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 491	Verlags-Bestellnummer	Cellluloid 79537-1					1992	"New York"	Celluloid	"Musik,Kongo,Lingala,Populäre Musik"	1992/1927			Interpr.: Kanda Bongo Man	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134783700"	"Kanda Bongo Man"	"Beteiligte Person/Körperschaft"	"Kanda Bongo Man"	"1955-"	
303382732	R 492 303382732	Feu d'artifice / Pepe Kalle et Rochereau		"lin,fre,eng"	Enth.: Bituide. Olala!!Quelle affaire!! Forgive me. N'sea. Chiffon. Arabia	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 492	Verlags-Bestellnummer	Sonodisc LPS 5505			Matrix-Nummer	Matrix-Nr.: AM DFI 92 9 LP 5505 A;AM DFI 92 9 LP 5505 B	1992	"Paris"	Sonodisc	"Musik,Kongo,Lingala,Populäre Musik"	1992/1928	Matrix-Nr.: AM DFI 92 9 LP 5505 A;AM DFI 92 9 LP 5505 B		Interpr.: Pépé Kallé. Tabu Ley Rochereau	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/138677433,http://d-nb.info/gnd/134782542"	"Pépé Kallé,Ley, Tabu"	"Interpretation (durch),Beteiligte Person/Körperschaft"	"Pépé Kallé,Ley, Tabu"	"1951-1998,1940-2013"	
303391006	R 493 303391006	Triple force / Mav Cacharel & Kebo		"und"	Enth.: Kembele no. Yembela ye. Botika bayaya. Nzambe bolingo. Boula moteur. Pessa. Bolingo merci. Appel	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 493	Verlags-Bestellnummer	Axile 300200					1992	"S.l."	Axile Productions	"Musik,Kongo,Populäre Musik"	1992/1929			Interpr.: Mav Cacharel. Le Groupe Kebo	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1053745885,http://d-nb.info/gnd/1023563878"	"Cacharel, Mav,Kebo"	"Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft"	"Cacharel, Mav,Kebo"	"1957-,"	
30339403X	R 494 30339403X	Wabi / Ngouma Lokito		"und"	Enth.: Amour. Pitié. Anamongo. Wabi. Djo. Papa	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 494	Verlags-Bestellnummer	T.J.R. AT097					1990	"Paris u.a."	Touré Jim's Records	"Musik,Kongo,Populäre Musik"	1992/1930			Interpr.: Ngouma Lokito	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1127790277"	"Lokito, N'Gouma"	"Interpretation (durch)"	"Lokito, N'Gouma"	""	
303398078	R 496 303398078	Réponse Polo Kina / Victoria-Eleyson d'Emenya ya Mukolo		"lin"	Enth.: Réponse Polo Kina. Dandy. Naboyi-Déception. Ayite sungu. Actualités. Pipin de Londres	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 496	Verlags-Bestellnummer	AMG 27			Matrix-Nummer	Matrix-Nr.: AMG27A AM;AM AMG 27. B	1985	"Bruxelles"	AMG Prod.	"Musik,Kongo,Lingala,Populäre Musik"	1992/1932	Matrix-Nr.: AMG27A AM;AM AMG 27. B		Interpr.: Victoria Eleison	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023569302,http://d-nb.info/gnd/1023568942"	"Emeneya,Victoria Eleison (Musikgruppe)"	"Interpretation (durch),Beteiligte Person/Körperschaft"	"Emeneya,Victoria Eleison"	"1956-2014,"	
30361191X	R 508 30361191X	Music from the Ituri forest / Recorded in the Belgian Congo by Colin M. Turnbull and Francis S. Chapman	Ethnic Folkways library	"eng,und"		1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 508	Verlags-Bestellnummer	Folkways FE 4483					1965	"New York"	Folkways Records	"Musik,Kongo,Ituri,Traditionelle Musik"	1992/1964			Interpr.: div. Interpr.	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/122611705,"	"Turnbull, Colin M.,"	"Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft"	"Turnbull, Colin M.,Chapman, Francis S."	"1924-1994,"	
318664909	R 562 318664909	Nzenze / M'Pongo Love		"und,fre"	Enth.: Nzenze. Bongelemeso. Yolande. Bama Nkay	1 Schallpl. ; 33 UpM ; 30 cm	Signatur	R 562	Verlags-Bestellnummer	Fiesta 362.016A					1979	"Paris"	Fiesta	"Musik,Kongo,Populäre Musik"	1992/2003			Interpr.: M'Pongo Love	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1022389939"	"Love, M'Pongo"	"Beteiligte Person/Körperschaft"	"Love, M'Pongo"	"1956-1990"	
320727270	R 626 320727270	Conflit / Lita Bembo		"fre"	Enth.: Le @conflit des générations. Désespoir déesse - Bonne chance (good luck). Compréhension	1 Schallplatte ; 33⅓ UpM ; 30 cm	Signatur	R 626	Verlags-Bestellnummer	Espérance ESP 8405			Matrix-Nummer	Matrix-Nr.: ESP 8405 A;ESP 8405 B	1983	"Paris"	Disques Esperance	"Musik,Kongo,Populäre Musik"	1993/1267	Matrix-Nr.: ESP 8405 A;ESP 8405 B			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1033774871,,http://d-nb.info/gnd/1033774871"	"Bembo, Lita,,Bembo, Lita"	"Komposition (von),Komposition (von),Arrangement (von)"	"Bembo, Lita,Bokken, Joss,Bembo, Lita"	"1949-,,1949-"	
320910253	R 664 320910253	Langa Langa Stars et Choc Stars / Langa Langa Stars ; Choc Stars	Verckys présente	"lin"	Enth.: [A-Seite:] Moyéké. Nzembo élengui. [B-Seite:] Tshala. Labara	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 664	Verlags-Bestellnummer	EVVI 24					1985	"Kinshasa"	Eds. Veve Internat. (EVVI)	"Musik,Kongo,Lingala,Populäre Musik"	1993/1487			Interpr.: Langa Langa Stars [A-Seite]. Choc Stars [B-Seite]	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10186292-1,http://d-nb.info/gnd/3017839-3"	"Langa Langa Stars,Choc Stars (Musikgruppe)"	"Beteiligte Person/Körperschaft,Beteiligte Person/Körperschaft"	"Langa Langa Stars,Choc Stars"	","	
320947238	R 665 320947238	Kobange / Mimi Ley. Afro International		"mul"	Enth. außerdem: Présence. Kabengele. Emati nzete.	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 665	Verlags-Bestellnummer	EVVI 43					1990	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1488			Interpr.: Mimi Ley. Afro-International	Veröffentlichung (musikalisches Werk)	",http://d-nb.info/gnd/1034058134"	",Afro-International"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Ley, Mimi,Afro-International"	","	
320947750	R 666 320947750	Ngouashi / Afro International de Mimi Ley		"mul"	Enth. außerdem: Alitalia. Couleur préferable. Kisimbi	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 666	Verlags-Bestellnummer	EVVI 80 D					1990	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1489			Interpr.: Mimi Ley. Afro-International	Veröffentlichung (musikalisches Werk)	",http://d-nb.info/gnd/1034058134"	",Afro-International"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Ley, Mimi,Afro-International"	","	
320949028	R 667 320949028	Effacer le tableau / Afro International	Verckys présente	"und"	Enth. außerdem: Mère géographie. Mukano. Mère puissance	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 667	Verlags-Bestellnummer	EVVI 23					1990	"Kinshasa"	Eds. Veve Internat. (Zai͏̈re)	"Musik,Kongo,Populäre Musik"	1993/1500	Abweichende Titelangabe auf Plattencover: Mukoma [Mukano]		Interpr.: Afro-International	Veröffentlichung (musikalisches Werk)	",http://d-nb.info/gnd/1034058134"	",Afro-International"	"Komposition (von),Interpretation (durch)"	"Ley, Mimi,Afro-International"	","	
320950743	R 668 320950743	Vol. 1 / Verckys et l'immortel Veve	Verckys et l'immortel Veve	"lin"	Enth.: Nalobaka na Tina. Mopanzi na wuta lengema. Akipaka ngai te. Detresse	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 668	Verlags-Bestellnummer	EVVI 01 D					1981	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1498			Interpr.: Verckys. [Orch.] Veve	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034061682,http://d-nb.info/gnd/10191155-5"	"Verckys,Orchestre Veve"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Verckys,Orchestre Veve"	"1944-,"	
320950816	R 669 320950816	Vol. 2 / Verckys et l'immortel Veve	Verckys et l'immortel Veve	"lin"	Enth.: Seliba. Maza. Pinjoli ya Lolango. Muje Kabongo	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 669	Verlags-Bestellnummer	EVVI 02 D					1982	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1499			Interpr.: Verckys. [Orch.] Veve	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034061682,http://d-nb.info/gnd/10191155-5"	"Verckys,Orchestre Veve"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Verckys,Orchestre Veve"	"1944-,"	
320953092	R 670 320953092	Dribling ya somo / Verckys		"lin"	Enth. außerdem: Djumani. Obaluki. Espoir perdu	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 670	Verlags-Bestellnummer	EVVI 11 D					1985	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1496			Interpr.: Verckys	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034061682"	"Verckys"	"Beteiligte Person/Körperschaft"	"Verckys"	"1944-"	
320953599	R 671 320953599	Vol. 1 : ces jeunes qui font courir les mélomanes de la bonne musique / Langa-Langa Stars	Verckys présente Langa-Langa Stars	"fre,lin"	Enth.: Avenir Mbeya Mbeya. Tantine Betena. Autopsie Beloti. Mase femme africaine	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 671	Verlags-Bestellnummer	EVVI 17 D					1985	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Lingala,Populäre Musik"	1993/1494			Interpr.: Langa-Langa Stars	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034061682,http://d-nb.info/gnd/10186292-1"	"Verckys,Langa Langa Stars"	"Produktion (von),Beteiligte Person/Körperschaft"	"Verckys,Langa Langa Stars"	"1944-,"	
320976335	R 672 320976335	Vol. 2 : danse Weke-Weke / Langa-Langa Stars	Verckys présente Langa-Langa Stars	"fre,lin"	Enth.: Requiem. Parfum na ngai. Ata pneu ya reserve nandimi. Gloria Mangasa	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 672	Verlags-Bestellnummer	EVVI 16 D					1985	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Lingala,Populäre Musik"	1993/1495			Interpr.: Langa-Langa Stars	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034061682,http://d-nb.info/gnd/10186292-1"	"Verckys,Langa Langa Stars"	"Produktion (von),Beteiligte Person/Körperschaft"	"Verckys,Langa Langa Stars"	"1944-,"	
320976726	R 673 320976726	Zaiko Langa-Langa, l'orchestre de tous les âges / Zaiko Langa-Langa		"und"	Enth.: Crois-moi. Viya. Fièvre mondo. Solomo	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 673	Verlags-Bestellnummer	EVVY 03 D					1988	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1497			Interpr.: Zaiko Langa-Langa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3059219-7"	"Zaïko Langa Langa (Musikgruppe)"	"Beteiligte Person/Körperschaft"	"Zaïko Langa Langa"	""	
320977137	R 674 320977137	Les 7 patrons de l'orchestre Langa-Langa Stars / Langa-Langa Stars	Verckys présente	"mul"	Enth.: Autopsie Beloti [abweichende Angabe auf LP-Cover: Tête africaine]. Pêche mortel. Bakutu bis. La mignone	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 674	Verlags-Bestellnummer	EVVI 18 D			Matrix-Nummer	Matrix-Nr.: EVVI 18-A1;EVVI 18-B1	1985	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1493	Matrix-Nr.: EVVI 18-A1;EVVI 18-B1		Interpr.: Langa-Langa Stars	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10186292-1"	"Langa Langa Stars"	"Beteiligte Person/Körperschaft"	"Langa Langa Stars"	""	
320979156	R 675 320979156	Ça c'est toi / Diatho Lukoki et le Veve International	Kiamuangana Mateta [=Verckys] présente	"und"	Enth. außerdem: Mwanké. Malipo. Emina	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 675	Verlags-Bestellnummer	EVVI 53			Matrix-Nummer	Matrix-Nr.: EVVI 53-A1;EVVI 53-B1	1985	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1492	Matrix-Nr.: EVVI 53-A1;EVVI 53-B1		Interpr.: Diatho Lukoki. [Orch.] Veve International	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1204381135,http://d-nb.info/gnd/10191155-5"	"Diatho, Lukoki,Orchestre Veve"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Diatho, Lukoki,Orchestre Veve"	","	
320979822	R 676 320979822	Mabala commission / Emeneya et Victoria Eleison	Emeneya et Victoria Eleison	"und"	Enth.: Zenobi. Surmenage. Makele. Sango ya mabala commission	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 676	Verlags-Bestellnummer	EVVI 39					1985	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1491			Interpr.: Emeneya. Victoria Eleison	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023569302,http://d-nb.info/gnd/1023568942"	"Emeneya,Victoria Eleison (Musikgruppe)"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Emeneya,Victoria Eleison"	"1956-2014,"	
320979903	R 677 320979903	Surmenage / Emeneya et Victoria Eleison	Emeneya et Victoria Eleison	"und"	Enth.: Explosion. Surmenage. Ngambelo bis. Balingaka nazuate bis	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 677	Verlags-Bestellnummer	EVVI 42					1985	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1490			Interpr.: Emeneya. Victoria Eleison	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1023569302,http://d-nb.info/gnd/1023568942"	"Emeneya,Victoria Eleison (Musikgruppe)"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Emeneya,Victoria Eleison"	"1956-2014,"	
321008014	R 678 321008014	Mindondo/15 / Grand Zaïko Wawa		"und"	Enth.: Mindondo/15. Ma bien-aimée. Rosaliba. Olize 2e	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 678	Verlags-Bestellnummer	MTP 004, LP 004					1985	"Kinshasa"	MTP	"Musik,Kongo,Populäre Musik"	1993/1510			Interpr.: Orch. Grand Zaïko Wawa	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034115146"	"Grand Zaiko Wawa (Musikgruppe)"	"Interpretation (durch)"	"Grand Zaiko Wawa"	""	
321008405	R 679 321008405	Fleur du lac / Monza 1er et Les Stars Magnats	Verckys présente	"und"	Enth. außerdem: Beyalo. Nazuaka na pasi. Ladi	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 679	Verlags-Bestellnummer	E.V.V.I. 69					1988	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Lingala,Populäre Musik"	1993/1508			Interpr.: Monza 1er. Les Stars Magnats	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034184989,http://d-nb.info/gnd/1034115979"	"Monza 1er,Stars Magnats"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Monza 1er,Stars Magnats"	","	
321008839	R 680 321008839	Beau gosse ya Paris / Papa Wemba et son Viva la Musica		"lin,fre"	Enth. außerdem: Sahel Africa. Suliya. Kalisia	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 680							1988	"Bruxelles u.a."	Eds. Veve Internat.	"Musik,Kongo,Lingala,Populäre Musik"	1993/1509			Interpr.: Papa Wemba. Viva la Musica	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134756258,http://d-nb.info/gnd/3041004-6"	"Papa Wemba,Viva la Musica"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Papa Wemba,Viva la Musica"	"1949-2016,"	
321009363	R 681 321009363	La belle de Bangui / Evoloko Jocker. Orch. Langa-Langa Stars		"und"	Enth. außerdem: Sika. Doné. Trop bon	1 Schallpl. ; 33 UpM, stereo ; 30 cm	Signatur	R 681	Verlags-Bestellnummer	EVVI 57					1988	"Kinshasa u.a."	Eds. Veve Internat.	"Musik,Kongo,Populäre Musik"	1993/1507		Seite B des Tonträgers hängt	Interpr.: Evoloko Jocker. Langa-Langa Stars	Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1034185659,http://d-nb.info/gnd/10186292-1"	"Evoloko Jocker,Langa Langa Stars"	"Beteiligte Person/Körperschaft,Interpretation (durch)"	"Evoloko Jocker,Langa Langa Stars"	"1954-,"	
